,Individual,Gene,TotalNormalizedReads
294,SRR10507664,SiaM,65.79692853419348
295,SRR10507664,SiaP,2.9194570767874604
296,SRR10507664,SiaQ,0.383654779013914
297,SRR10507664,SiaT,124.92522447138614
299,SRR10507655,KpsD,0.7157415428312416
300,SRR10507655,KpsF,115.08314281248369
301,SRR10507655,KpsU,102.49224078221071
302,SRR10507655,Lic3A,0.3739582615640753
303,SRR10507655,NagA,147.1372352550488
304,SRR10507655,NagB,381.88988946348593
305,SRR10507655,NanA,25.635531107737297
306,SRR10507655,NanB,4.37840864032478
307,SRR10507655,NanC,2.767134667682289
308,SRR10507655,NanE,228.90617779825027
309,SRR10507655,NanK,14.315032336771536
310,SRR10507655,NanT,6.994969936725476
311,SRR10507655,NeuA,64.66921556802396
312,SRR10507655,NeuB,185.65892768325764
313,SRR10507655,NeuC,72.9080351582794
314,SRR10507655,NeuO,82.44587821167568
315,SRR10507655,SOAT,135.03970703831635
316,SRR10507655,SatA,7.947940287345574
317,SRR10507655,SatB,254.8785009792804
318,SRR10507655,SatC,107.13497354336047
319,SRR10507655,SatD,2397.567421215465
320,SRR10507655,SiaM,32.11194496337522
321,SRR10507655,SiaP,7.003309678964834
322,SRR10507655,SiaT,148.88445803133456
324,SRR10507663,KpsC,0.3235981645456054
325,SRR10507663,KpsF,0.8143166650038016
326,SRR10507663,KpsU,1.851192532516188
327,SRR10507663,Lic3A,1.1076465808455305
328,SRR10507663,Lic3B,0.2547474912380297
329,SRR10507663,NagA,10.48785761162044
330,SRR10507663,NagB,191.64322250835792
331,SRR10507663,NanA,2.140210119855664
332,SRR10507663,NanB,1.551835687463109
333,SRR10507663,NanE,304.411408861465
334,SRR10507663,NeuA,0.8471555722774103
335,SRR10507663,NeuB,2.286248928908197
336,SRR10507663,NeuC,2.171611528711634
337,SRR10507663,NeuO,184.73067796920125
338,SRR10507663,SOAT,4.435471937605496
339,SRR10507663,SatA,0.6961123307085698
340,SRR10507663,SatB,3.0712497125382625
341,SRR10507663,SatC,3.693577505102796
342,SRR10507663,SatD,2260.648177413031
343,SRR10507663,SiaM,0.7112751735556871
344,SRR10507663,SiaT,1.517749485685192
346,SRR10507659,KpsC,4.360209645433554
347,SRR10507659,KpsD,10.114691018012335
348,SRR10507659,KpsF,251.9332968704026
349,SRR10507659,KpsS,1.0996632060214693
350,SRR10507659,KpsU,238.34635647918225
351,SRR10507659,Lic3A,3.3089709171684434
352,SRR10507659,NagA,169.86848611893743
353,SRR10507659,NagB,225.1385993735664
354,SRR10507659,NanA,118.94891312472888
355,SRR10507659,NanB,10.7766896824042
356,SRR10507659,NanC,10.770909797109471
357,SRR10507659,NanE,274.1653824574785
358,SRR10507659,NanK,12.58930338493554
359,SRR10507659,NanT,9.027416258687314
360,SRR10507659,NeuA,17.013949260094552
361,SRR10507659,NeuB,111.35309062204408
362,SRR10507659,NeuC,42.21178536514305
363,SRR10507659,NeuD,1.2556540780218794
364,SRR10507659,NeuO,50.49375245286648
365,SRR10507659,SOAT,381.9962350217634
366,SRR10507659,SatA,4.424924559163375
367,SRR10507659,SatB,427.8331209367482
368,SRR10507659,SatC,335.639663299356
369,SRR10507659,SatD,2526.2760416715423
370,SRR10507659,SiaM,144.68175570641074
371,SRR10507659,SiaP,4.815328836338522
372,SRR10507659,SiaT,239.8621055526359
374,SRR6468549,KpsC,3.763363887671041
375,SRR6468549,KpsD,3.306937317742552
376,SRR6468549,KpsE,2.2254919123452703
377,SRR6468549,KpsF,25.883366484082217
378,SRR6468549,KpsS,3.6812826185003535
379,SRR6468549,KpsU,26.60326450238237
380,SRR6468549,Lic3A,12.947498232417605
381,SRR6468549,NagA,83.82471140484915
382,SRR6468549,NagB,319.0567714241401
383,SRR6468549,NanA,21.766035602268925
384,SRR6468549,NanB,29.21079781605382
385,SRR6468549,NanC,4.816251114697817
386,SRR6468549,NanE,142.15427124475195
387,SRR6468549,NanK,19.048468644247503
388,SRR6468549,NanT,9.350186633547448
389,SRR6468549,NeuA,37.658697079790215
390,SRR6468549,NeuB,112.41783795468756
391,SRR6468549,NeuC,46.883114619557496
392,SRR6468549,NeuD,3.1045612177216526
393,SRR6468549,NeuO,47.71206394447902
394,SRR6468549,SOAT,123.32253171278404
395,SRR6468549,SatA,10.03815913592551
396,SRR6468549,SatB,558.1501249424674
397,SRR6468549,SatC,280.0416299283604
398,SRR6468549,SatD,4043.691455349542
399,SRR6468549,SiaM,36.13335829279613
400,SRR6468549,SiaP,2.3763308086264505
401,SRR6468549,SiaT,109.06371664265532
403,SRR6468500,KpsD,2.2703738932714628
404,SRR6468500,KpsF,36.47734463339874
405,SRR6468500,KpsU,34.838599592995365
406,SRR6468500,Lic3A,12.352198197592276
407,SRR6468500,NagA,188.0944878850885
408,SRR6468500,NagB,294.98487061675644
409,SRR6468500,NanA,42.58840068156153
410,SRR6468500,NanB,58.868693762458086
411,SRR6468500,NanE,191.7044975398284
412,SRR6468500,NanK,20.65902624017214
413,SRR6468500,NeuA,13.19128608926292
414,SRR6468500,NeuB,49.23914821749601
415,SRR6468500,NeuC,4.52462198573284
416,SRR6468500,NeuD,1.8652704769678023
417,SRR6468500,NeuO,35.44862540601812
418,SRR6468500,SOAT,147.9648870078498
419,SRR6468500,SatA,92.04761413959554
420,SRR6468500,SatB,444.5348870917927
421,SRR6468500,SatC,399.4869153310509
422,SRR6468500,SatD,4131.31002829188
423,SRR6468500,SiaM,54.80984297986293
424,SRR6468500,SiaP,3.873942013654987
425,SRR6468500,SiaQ,3.4850621479544106
426,SRR6468500,SiaT,202.61715913174805
428,SRR6468583,KpsF,129.83811906289858
429,SRR6468583,KpsU,206.214139039752
430,SRR6468583,NagA,133.44869919278128
431,SRR6468583,NagB,240.04158194887512
432,SRR6468583,NanA,24.8373668945544
433,SRR6468583,NanB,14.064131053771144
434,SRR6468583,NanE,308.1691693428903
435,SRR6468583,NanK,6.295181718100373
436,SRR6468583,NeuA,82.08664107507896
437,SRR6468583,NeuB,171.8206985020284
438,SRR6468583,NeuC,67.87859673575151
439,SRR6468583,NeuO,117.44820397477494
440,SRR6468583,SOAT,428.6123004146479
441,SRR6468583,SatB,327.62244814156213
442,SRR6468583,SatC,330.05165900863705
443,SRR6468583,SatD,2249.400437994165
444,SRR6468583,SiaM,96.991316923063
445,SRR6468583,SiaP,7.000063049375033
446,SRR6468583,SiaT,275.3723847625726
448,SRR6468573,KpsF,47.0195036421128
449,SRR6468573,KpsU,33.456885001365464
450,SRR6468573,Lic3A,1.9416392808870488
451,SRR6468573,NagA,83.31840657256156
452,SRR6468573,NagB,306.940753993282
453,SRR6468573,NanA,19.932875974187297
454,SRR6468573,NanB,16.5029886211752
455,SRR6468573,NanE,185.22482786921583
456,SRR6468573,NanK,10.023040171939378
457,SRR6468573,NeuA,16.523871637337532
458,SRR6468573,NeuB,36.9420872354346
459,SRR6468573,NeuC,12.557706487980862
460,SRR6468573,NeuO,14.552332964557683
461,SRR6468573,SOAT,102.25835580704252
462,SRR6468573,SatA,10.68388786940843
463,SRR6468573,SatB,407.6741668405338
464,SRR6468573,SatC,379.233829457728
465,SRR6468573,SatD,3981.299682882661
466,SRR6468573,SiaM,48.14311730760894
467,SRR6468573,SiaP,0.9225728461911796
468,SRR6468573,SiaQ,0.8237257555278388
469,SRR6468573,SiaT,130.17277056979054
471,SRR6468516,KpsF,58.71194794911483
472,SRR6468516,KpsU,86.52238233462732
473,SRR6468516,Lic3A,12.085077142032643
474,SRR6468516,NagA,174.18929294357102
475,SRR6468516,NagB,312.07683406851856
476,SRR6468516,NanA,61.15827224066544
477,SRR6468516,NanB,5.307887750730128
478,SRR6468516,NanE,158.20796935721384
479,SRR6468516,NanK,31.65178376766071
480,SRR6468516,NanT,1.711726740124669
481,SRR6468516,NeuA,27.482899337597026
482,SRR6468516,NeuB,100.25195152111786
483,SRR6468516,NeuC,52.82703179255432
484,SRR6468516,NeuD,7.799520102828925
485,SRR6468516,NeuO,38.85057021625202
486,SRR6468516,SOAT,175.57435253448597
487,SRR6468516,SatA,16.749664164957327
488,SRR6468516,SatB,421.8969675877957
489,SRR6468516,SatC,402.415723582135
490,SRR6468516,SatD,3935.4695929403024
491,SRR6468516,SiaM,56.44771375011028
492,SRR6468516,SiaP,10.889040891860509
493,SRR6468516,SiaT,173.94418659152305
495,SRR6468595,KpsF,84.87203448297723
496,SRR6468595,KpsU,14.959384317675823
497,SRR6468595,Lic3A,3.767514401341565
498,SRR6468595,NagA,108.0922262078396
499,SRR6468595,NagB,274.61374104008775
500,SRR6468595,NanA,120.13902960852586
501,SRR6468595,NanB,107.1271890282958
502,SRR6468595,NanE,390.44424093040425
503,SRR6468595,NanK,10.53726684125219
504,SRR6468595,NanT,12.943333831715382
505,SRR6468595,NeuA,10.591852987407991
506,SRR6468595,NeuB,19.52205353835153
507,SRR6468595,NeuC,3.73120250267074
508,SRR6468595,NeuO,69.89014862013559
509,SRR6468595,SOAT,211.32097753433945
510,SRR6468595,SatA,25.074833303030868
511,SRR6468595,SatB,1175.785820167815
512,SRR6468595,SatC,847.9206108985676
513,SRR6468595,SatD,5225.320664748724
514,SRR6468595,SiaM,369.1559221444425
515,SRR6468595,SiaP,14.928784789466404
516,SRR6468595,SiaT,783.1115902207172
518,SRR6468565,KpsD,6.2059904661297125
519,SRR6468565,KpsF,69.2397963572262
520,SRR6468565,KpsU,78.43209849312989
521,SRR6468565,Lic3A,1.5991745548520375
522,SRR6468565,NagA,128.87665658535005
523,SRR6468565,NagB,243.4004481516154
524,SRR6468565,NanA,32.93367876185247
525,SRR6468565,NanB,17.48989139912782
526,SRR6468565,NanE,140.81018949132277
527,SRR6468565,NanK,8.605423469924162
528,SRR6468565,NeuA,29.216160985021816
529,SRR6468565,NeuB,67.89496374668725
530,SRR6468565,NeuC,31.84230920343324
531,SRR6468565,NeuO,68.28617404351075
532,SRR6468565,SOAT,216.76108871793977
533,SRR6468565,SatA,17.04459836784078
534,SRR6468565,SatB,381.7064527431447
535,SRR6468565,SatC,316.1860949857733
536,SRR6468565,SatD,3592.015123801329
537,SRR6468565,SiaM,49.61411998866173
538,SRR6468565,SiaP,67.03195954192827
539,SRR6468565,SiaT,149.78998021581958
541,SRR6468627,KpsF,125.63142570611608
542,SRR6468627,KpsU,133.25025117920774
543,SRR6468627,Lic3A,11.563350068501869
544,SRR6468627,NagA,224.65016424013464
545,SRR6468627,NagB,263.9420805519115
546,SRR6468627,NanA,30.433171826846007
547,SRR6468627,NanB,20.805445442343437
548,SRR6468627,NanE,219.5915840173909
549,SRR6468627,NanK,33.750457218526606
550,SRR6468627,NeuA,16.77957402219687
551,SRR6468627,NeuB,66.24632821917048
552,SRR6468627,NeuC,24.769829383876623
553,SRR6468627,NeuD,1.4559463182302934
554,SRR6468627,NeuO,64.96711164673157
555,SRR6468627,SOAT,175.45494883934006
556,SRR6468627,SatA,16.696574419952118
557,SRR6468627,SatB,410.2234367514928
558,SRR6468627,SatC,358.56346775740485
559,SRR6468627,SatD,3751.484486428172
560,SRR6468627,SiaM,55.76098957134145
561,SRR6468627,SiaP,9.866618309167924
562,SRR6468627,SiaT,90.81171835170926
564,SRR6468654,KpsC,39.93238298400323
565,SRR6468654,KpsD,37.55381968845136
566,SRR6468654,KpsE,33.1595491565031
567,SRR6468654,KpsF,145.2012438970486
568,SRR6468654,KpsS,33.22154617682776
569,SRR6468654,KpsU,125.80272647674288
570,SRR6468654,Lic3A,1.6882652246901302
571,SRR6468654,NagA,164.75192674077252
572,SRR6468654,NagB,273.1304459930766
573,SRR6468654,NanA,140.747143472414
574,SRR6468654,NanB,0.4907728412485919
575,SRR6468654,NanC,58.31777695171552
576,SRR6468654,NanE,179.04429311999547
577,SRR6468654,NanK,73.79754774717864
578,SRR6468654,NanT,74.11919168649098
579,SRR6468654,NeuA,26.26173166179769
580,SRR6468654,NeuB,52.74995577550931
581,SRR6468654,NeuC,34.19147769323927
582,SRR6468654,NeuO,12.38142933955654
583,SRR6468654,SOAT,49.720914313871965
584,SRR6468654,SatA,2.335716150360105
585,SRR6468654,SatB,565.4378755592769
586,SRR6468654,SatC,932.3074723817206
587,SRR6468654,SatD,4318.000098984288
588,SRR6468654,SiaM,17.648669552680325
589,SRR6468654,SiaT,193.82586077611248
591,SRR6468631,KpsD,0.7778864630506976
592,SRR6468631,KpsF,15.216565300700848
593,SRR6468631,KpsU,14.331630709176832
594,SRR6468631,Lic3A,3.196903308056551
595,SRR6468631,NagA,52.68861665060707
596,SRR6468631,NagB,263.36415000872927
597,SRR6468631,NanA,25.948567026762763
598,SRR6468631,NanB,57.077216711514666
599,SRR6468631,NanE,264.95061479898334
600,SRR6468631,NanK,19.832238646642445
601,SRR6468631,NanT,3.231445336032624
602,SRR6468631,NeuA,10.154224710780335
603,SRR6468631,NeuB,24.06052013130024
604,SRR6468631,NeuC,12.261833092559783
605,SRR6468631,NeuD,6.088880789455496
606,SRR6468631,NeuO,25.1312472777138
607,SRR6468631,SOAT,61.48044827175674
608,SRR6468631,SatA,9.267849949546871
609,SRR6468631,SatB,348.6645793770232
610,SRR6468631,SatC,320.9203656262301
611,SRR6468631,SatD,3538.6186522619987
612,SRR6468631,SiaM,48.20246420917437
613,SRR6468631,SiaP,4.5098249968908855
614,SRR6468631,SiaQ,1.015046970078349
615,SRR6468631,SiaT,103.571071860402
617,SRR6468642,KpsF,60.87393987601292
618,SRR6468642,KpsU,69.03839013383002
619,SRR6468642,Lic3A,15.534362716349712
620,SRR6468642,NagA,174.24532055844352
621,SRR6468642,NagB,291.38714903832096
622,SRR6468642,NanA,34.68212687168662
623,SRR6468642,NanB,10.766888084179342
624,SRR6468642,NanE,211.9462280077506
625,SRR6468642,NanK,36.9203551570253
626,SRR6468642,NeuA,10.750366005277789
627,SRR6468642,NeuB,98.02846218044432
628,SRR6468642,NeuC,17.48132074803292
629,SRR6468642,NeuO,9.8160080223972
630,SRR6468642,SOAT,190.6317681557563
631,SRR6468642,SatA,24.4918761099253
632,SRR6468642,SatB,353.612990110657
633,SRR6468642,SatC,589.341986794748
634,SRR6468642,SatD,5217.911538358755
635,SRR6468642,SiaM,182.76581411394156
636,SRR6468642,SiaP,24.00527441122426
637,SRR6468642,SiaT,171.11690933149967
639,SRR6468688,KpsC,2.065035706860408
640,SRR6468688,KpsD,7.623566472117963
641,SRR6468688,KpsF,169.94948004307955
642,SRR6468688,KpsU,205.89658121681387
643,SRR6468688,Lic3A,4.18373581300405
644,SRR6468688,NagA,145.87538451605525
645,SRR6468688,NagB,257.0580819214384
646,SRR6468688,NanA,54.11636304376452
647,SRR6468688,NanB,0.9588440542723154
648,SRR6468688,NanE,156.36964127248518
649,SRR6468688,NanK,6.167492636360678
650,SRR6468688,NeuA,28.11221286960597
651,SRR6468688,NeuB,143.21294832718442
652,SRR6468688,NeuC,37.84965643587688
653,SRR6468688,NeuD,0.7009207116540132
654,SRR6468688,NeuO,73.55621367363266
655,SRR6468688,SOAT,339.08505776702503
656,SRR6468688,SatA,15.116726131082272
657,SRR6468688,SatB,179.2332353611979
658,SRR6468688,SatC,160.5051754315185
659,SRR6468688,SatD,2072.64738069796
660,SRR6468688,SiaM,47.5670227182061
661,SRR6468688,SiaP,3.001424072417744
662,SRR6468688,SiaT,97.51557801673935
664,SRR6468678,KpsD,2.3776216684224893
665,SRR6468678,KpsF,37.42092405300069
666,SRR6468678,KpsS,1.971248086788688
667,SRR6468678,KpsU,59.84602672580292
668,SRR6468678,Lic3A,13.7761174463885
