,Individual,Gene,TotalNormalizedReads
1381,SRR6468711,NanE,157.5362028898194
1382,SRR6468711,NanK,30.897502825979977
1383,SRR6468711,NanT,16.693109958748657
1384,SRR6468711,NeuA,83.354315684058
1385,SRR6468711,NeuB,178.6484911297375
1386,SRR6468711,NeuC,65.33894547121618
1387,SRR6468711,NeuO,98.90005192616162
1388,SRR6468711,SOAT,218.00323676227535
1389,SRR6468711,SatA,30.47574953395624
1390,SRR6468711,SatB,320.84880304982715
1391,SRR6468711,SatC,429.83895710234384
1392,SRR6468711,SatD,3751.6361645507504
1393,SRR6468711,SiaM,124.66971196251556
1394,SRR6468711,SiaP,15.60174819607691
1395,SRR6468711,SiaT,178.76215583167306
1397,SRR6468545,KpsD,0.5203875334855185
1398,SRR6468545,KpsF,1.0970331786992011
1399,SRR6468545,KpsU,35.38330385370782
1400,SRR6468545,Lic3A,1.549245328697345
1401,SRR6468545,NagA,50.97575646712967
1402,SRR6468545,NagB,302.48043349981305
1403,SRR6468545,NanA,24.67958912757413
1404,SRR6468545,NanB,20.612050010206737
1405,SRR6468545,NanE,161.13944036985893
1406,SRR6468545,NanK,25.409016206632455
1407,SRR6468545,NeuA,7.344431453442994
1408,SRR6468545,NeuB,51.49081049038436
1409,SRR6468545,NeuC,35.837986872292845
1410,SRR6468545,NeuD,2.2975600535021004
1411,SRR6468545,NeuO,12.828516290017202
1412,SRR6468545,SOAT,115.48097828351106
1413,SRR6468545,SatA,11.454528399890409
1414,SRR6468545,SatB,458.1321336697666
1415,SRR6468545,SatC,364.48282734186273
1416,SRR6468545,SatD,4025.8446199085793
1417,SRR6468545,SiaM,32.57838541187794
1418,SRR6468545,SiaP,1.2527848028355073
1419,SRR6468545,SiaT,188.83717891395588
1421,SRR6468536,KpsF,77.64337456829169
1422,SRR6468536,KpsU,76.75386438543221
1423,SRR6468536,Lic3A,19.596469423274467
1424,SRR6468536,NagA,209.88897162436444
1425,SRR6468536,NagB,314.295870199765
1426,SRR6468536,NanA,55.46708580467581
1427,SRR6468536,NanB,22.398804666135085
1428,SRR6468536,NanE,178.681727459599
1429,SRR6468536,NanK,49.970181060932745
1430,SRR6468536,NanT,5.834352111892807
1431,SRR6468536,NeuA,23.480079853805755
1432,SRR6468536,NeuB,73.06571530086434
1433,SRR6468536,NeuC,14.223332205927813
1434,SRR6468536,NeuO,76.7875034712752
1435,SRR6468536,SOAT,202.7926309715015
1436,SRR6468536,SatA,36.93267561539547
1437,SRR6468536,SatB,351.25094716663386
1438,SRR6468536,SatC,372.6522499023312
1439,SRR6468536,SatD,3757.265153597176
1440,SRR6468536,SiaM,66.21886847265618
1441,SRR6468536,SiaP,7.716875549685145
1442,SRR6468536,SiaT,122.96668648810684
1444,SRR6468558,KpsF,49.40117773236694
1445,SRR6468558,KpsU,74.28193321379854
1446,SRR6468558,Lic3A,13.98186082455928
1447,SRR6468558,NagA,176.0637277159985
1448,SRR6468558,NagB,298.5920002730076
1449,SRR6468558,NanA,50.5490096656396
1450,SRR6468558,NanB,12.347253874653491
1451,SRR6468558,NanE,181.97258764052495
1452,SRR6468558,NanK,22.59459318567928
1453,SRR6468558,NeuA,21.37716041466059
1454,SRR6468558,NeuB,97.93989010962544
1455,SRR6468558,NeuC,58.55787848510578
1456,SRR6468558,NeuD,2.180029469886805
1457,SRR6468558,NeuO,24.123949590270293
1458,SRR6468558,SOAT,129.4875038127368
1459,SRR6468558,SatA,47.88116540312762
1460,SRR6468558,SatB,465.4729675774773
1461,SRR6468558,SatC,429.9278612323429
1462,SRR6468558,SatD,3872.816669692713
1463,SRR6468558,SiaM,54.676482340184606
1464,SRR6468558,SiaP,20.609817930712943
1465,SRR6468558,SiaQ,2.793824175000565
1466,SRR6468558,SiaT,139.43926566849652
1468,SRR6468562,KpsF,17.261094723394987
1469,SRR6468562,KpsU,0.0
1470,SRR6468562,Lic3A,12.214125772228764
1471,SRR6468562,NagB,20.391526289238666
1472,SRR6468562,NanA,26.87107669890328
1473,SRR6468562,NanE,19.96670282487952
1474,SRR6468562,NeuA,25.794305084772585
1475,SRR6468562,SOAT,17.59303885269105
1476,SRR6468562,SatA,20.77210263780362
1477,SRR6468562,SatB,18.151548022617742
1478,SRR6468562,SatC,122.0785147956616
1479,SRR6468562,SatD,417.8087777951943
1480,SRR6468562,SiaM,59.89467929776241
1481,SRR6468562,SiaP,18.670163680406827
1483,SRR6468592,KpsC,4.746060263901184
1484,SRR6468592,KpsD,21.79607226492404
1485,SRR6468592,KpsF,101.95749786017704
1486,SRR6468592,KpsU,84.43108468207284
1487,SRR6468592,Lic3A,9.441444437179683
1488,SRR6468592,NagA,141.66167189061736
1489,SRR6468592,NagB,133.36399160562388
1490,SRR6468592,NanA,62.12392378880956
1491,SRR6468592,NanB,25.19380887450064
1492,SRR6468592,NanE,92.69809939288172
1493,SRR6468592,NanK,15.532338546967528
1494,SRR6468592,NanT,3.520713795766697
1495,SRR6468592,NeuA,10.575682594206883
1496,SRR6468592,NeuB,35.58457415907707
1497,SRR6468592,NeuC,7.347918301432728
1498,SRR6468592,NeuO,55.00582885726787
1499,SRR6468592,SOAT,131.3222740712676
1500,SRR6468592,SatA,21.977473990452125
1501,SRR6468592,SatB,119.2632965067423
1502,SRR6468592,SatC,154.7396548419429
1503,SRR6468592,SatD,1940.7403638467213
1504,SRR6468592,SiaM,38.6222553288756
1505,SRR6468592,SiaT,34.12851062911926
1507,SRR6468511,KpsF,99.58254892695356
1508,SRR6468511,KpsU,69.81771373185664
1509,SRR6468511,NagA,137.76983995400536
1510,SRR6468511,NagB,332.0259413718657
1511,SRR6468511,NanA,60.83007576102676
1512,SRR6468511,NanB,19.856531556078227
1513,SRR6468511,NanC,9.935729553726626
1514,SRR6468511,NanE,322.92952366454267
1515,SRR6468511,NanK,11.497730921505369
1516,SRR6468511,NanT,10.14722281085667
1517,SRR6468511,NeuA,55.189900291930535
1518,SRR6468511,NeuB,86.0004729972668
1519,SRR6468511,NeuC,20.85620823413144
1520,SRR6468511,NeuD,14.95643359421994
1521,SRR6468511,NeuO,125.47332793803264
1522,SRR6468511,SOAT,186.7299571809917
1523,SRR6468511,SatA,14.798280692297933
1524,SRR6468511,SatB,286.0881091570563
1525,SRR6468511,SatC,125.69347609793914
1526,SRR6468511,SatD,2811.9598942181865
1527,SRR6468511,SiaM,23.125270540265998
1528,SRR6468511,SiaP,73.50891869393969
1529,SRR6468511,SiaT,331.4871132080125
1531,SRR6468574,KpsD,2.438980687893922
1532,SRR6468574,KpsF,61.51489353610622
1533,SRR6468574,KpsU,89.17256928843248
1534,SRR6468574,Lic3A,15.800876980196264
1535,SRR6468574,NagA,212.8591701586427
1536,SRR6468574,NagB,237.0012820280103
1537,SRR6468574,NanA,68.0102487336737
1538,SRR6468574,NanB,29.43028257728549
1539,SRR6468574,NanE,159.84775121982688
1540,SRR6468574,NanK,40.79969048540161
1541,SRR6468574,NanT,4.7591511055188
1542,SRR6468574,NeuA,19.22687848097069
1543,SRR6468574,NeuB,115.19126585098796
1544,SRR6468574,NeuC,60.0922159508213
1545,SRR6468574,NeuO,33.882570843236586
1546,SRR6468574,SOAT,180.78864154539596
1547,SRR6468574,SatA,20.09863202900372
1548,SRR6468574,SatB,277.3742787324221
1549,SRR6468574,SatC,370.3572032082464
1550,SRR6468574,SatD,4065.340988072664
1551,SRR6468574,SiaM,80.78690227079392
1552,SRR6468574,SiaP,24.804336846716712
1553,SRR6468574,SiaT,220.5500022743589
1555,SRR6468584,KpsD,3.519139400225152
1556,SRR6468584,KpsF,104.31855004825128
1557,SRR6468584,KpsU,176.09339180750297
1558,SRR6468584,Lic3A,9.105421478546916
1559,SRR6468584,NagA,100.50973562548567
1560,SRR6468584,NagB,234.6443028280368
1561,SRR6468584,NanA,72.55903142947948
1562,SRR6468584,NanB,26.485256000838916
1563,SRR6468584,NanE,217.36769483588705
1564,SRR6468584,NanK,21.311197951292783
1565,SRR6468584,NeuA,12.344377689844713
1566,SRR6468584,NeuB,96.8844828388645
1567,SRR6468584,NeuC,62.13129648669785
1568,SRR6468584,NeuD,0.6776822874891979
1569,SRR6468584,NeuO,36.53777864779229
1570,SRR6468584,SOAT,181.24175865473492
1571,SRR6468584,SatA,37.67000490157254
1572,SRR6468584,SatB,514.7418785183488
1573,SRR6468584,SatC,338.71134197919963
1574,SRR6468584,SatD,3702.801206768262
1575,SRR6468584,SiaM,172.31130606190416
1576,SRR6468584,SiaP,15.731006259339788
1577,SRR6468584,SiaT,302.62087630646056
1579,SRR6468507,KpsC,2.1481423023015283
1580,SRR6468507,KpsD,1.1566920089315922
1581,SRR6468507,KpsF,24.298029897851197
1582,SRR6468507,KpsS,1.2600834734170976
1583,SRR6468507,KpsU,22.770659735014345
1584,SRR6468507,NagA,39.07485132447391
1585,SRR6468507,NagB,248.05654522077623
1586,SRR6468507,NanA,83.17221837041491
1587,SRR6468507,NanB,1.7645200672496664
1588,SRR6468507,NanE,146.46571194117422
1589,SRR6468507,NanK,3.004591194068804
1590,SRR6468507,NanT,2.52200058566225
1591,SRR6468507,NeuA,32.82392605497681
1592,SRR6468507,NeuB,62.23994562993361
1593,SRR6468507,NeuC,29.713028015892483
1594,SRR6468507,NeuD,1.5315459007149788
1595,SRR6468507,NeuO,3.5168198761424585
1596,SRR6468507,SOAT,68.57909686802677
1597,SRR6468507,SatA,2.149934212797275
1598,SRR6468507,SatB,470.83698896016847
1599,SRR6468507,SatC,570.5982042960494
1600,SRR6468507,SatD,3917.977982892056
1601,SRR6468507,SiaM,20.69148442624635
1602,SRR6468507,SiaP,2.5328273599831848
1603,SRR6468507,SiaT,171.6236419731582
1605,SRR6468645,KpsF,39.85700090364838
1606,SRR6468645,KpsS,0.7251338953174131
1607,SRR6468645,KpsU,42.07033391925835
1608,SRR6468645,Lic3A,12.617184107061606
1609,SRR6468645,NagA,103.40173634159028
1610,SRR6468645,NagB,246.3632563687588
1611,SRR6468645,NanA,35.89235626406921
1612,SRR6468645,NanB,43.2961333731667
1613,SRR6468645,NanE,148.89684745669751
1614,SRR6468645,NanK,6.553112814666013
1615,SRR6468645,NeuA,19.18885540470596
1616,SRR6468645,NeuB,46.69536640399975
1617,SRR6468645,NeuC,17.79212053934762
1618,SRR6468645,NeuO,64.2243652658291
1619,SRR6468645,SOAT,145.55360574904896
1620,SRR6468645,SatA,33.830806275975064
1621,SRR6468645,SatB,487.5332709421133
1622,SRR6468645,SatC,486.9982043959026
1623,SRR6468645,SatD,3323.9022667697504
1624,SRR6468645,SiaM,56.16705638333586
1625,SRR6468645,SiaP,14.102373034174857
1626,SRR6468645,SiaT,175.61008006197935
1628,SRR6468636,KpsC,2.5137729298179505
1629,SRR6468636,KpsD,5.431311373530365
1630,SRR6468636,KpsF,109.29789315450364
1631,SRR6468636,KpsS,0.6408816543188112
1632,SRR6468636,KpsU,129.77234639077648
1633,SRR6468636,Lic3A,5.785423646923881
1634,SRR6468636,NagA,136.83336670335902
1635,SRR6468636,NagB,253.98866053086752
1636,SRR6468636,NanA,41.3297966871767
1637,SRR6468636,NanB,5.750858056843585
1638,SRR6468636,NanE,161.19289654776102
1639,SRR6468636,NanK,12.632552220741005
1640,SRR6468636,NeuA,23.464312661182728
1641,SRR6468636,NeuB,69.32967656045294
1642,SRR6468636,NeuC,19.343628178075548
1643,SRR6468636,NeuD,2.899701684825651
1644,SRR6468636,NeuO,113.4078828509686
1645,SRR6468636,SOAT,220.68033835673347
1646,SRR6468636,SatA,23.31000722350376
1647,SRR6468636,SatB,283.1826199069727
1648,SRR6468636,SatC,272.087793273406
1649,SRR6468636,SatD,2657.2069248139314
1650,SRR6468636,SiaM,92.98430050582768
1651,SRR6468636,SiaP,16.189150726068302
1652,SRR6468636,SiaT,129.28946143114155
1654,SRR6468653,KpsC,2.472015138590604
1655,SRR6468653,KpsD,8.528922353443658
1656,SRR6468653,KpsF,135.09762757011887
1657,SRR6468653,KpsU,173.01141305064
1658,SRR6468653,Lic3A,2.799262282233196
1659,SRR6468653,NagA,153.4654734266639
1660,SRR6468653,NagB,222.0765598273013
1661,SRR6468653,NanA,44.77046083311714
1662,SRR6468653,NanB,15.722112096949298
1663,SRR6468653,NanC,1.9216761395396564
1664,SRR6468653,NanE,222.83208013234287
1665,SRR6468653,NanK,11.647978528335072
1666,SRR6468653,NanT,3.860947542536056
1667,SRR6468653,NeuA,7.936141317244993
1668,SRR6468653,NeuB,58.19845828973514
1669,SRR6468653,NeuC,9.563675408167756
1670,SRR6468653,NeuO,96.02711115760576
1671,SRR6468653,SOAT,319.422178102106
1672,SRR6468653,SatA,20.069279344864885
1673,SRR6468653,SatB,319.66575082910754
1674,SRR6468653,SatC,251.70625283124
1675,SRR6468653,SatD,2229.904083131388
1676,SRR6468653,SiaM,115.44276503160437
1677,SRR6468653,SiaP,6.854397084968504
1678,SRR6468653,SiaT,194.68620331975396
1680,SRR6468620,KpsC,1.9971283342255928
1681,SRR6468620,KpsD,23.764795662175324
1682,SRR6468620,KpsE,0.5622404724158556
1683,SRR6468620,KpsF,194.01317037331776
1684,SRR6468620,KpsU,161.9750704297237
1685,SRR6468620,Lic3A,2.4248399503813887
1686,SRR6468620,NagA,166.32078979850613
1687,SRR6468620,NagB,236.8894667761576
1688,SRR6468620,NanA,32.58072565564072
1689,SRR6468620,NanB,8.445781742501005
1690,SRR6468620,NanC,1.3020912404081089
1691,SRR6468620,NanE,192.61503787504063
1692,SRR6468620,NanK,1.9193273697814772
1693,SRR6468620,NeuA,21.688096840004057
1694,SRR6468620,NeuB,78.13010580322181
1695,SRR6468620,NeuC,18.41140501316791
1696,SRR6468620,NeuO,129.4595346756111
1697,SRR6468620,SOAT,349.087698731911
1698,SRR6468620,SatA,4.333128018367229
1699,SRR6468620,SatB,252.07498299586956
1700,SRR6468620,SatC,171.71944808556944
1701,SRR6468620,SatD,1878.0769881545384
1702,SRR6468620,SiaM,69.82699127763317
1703,SRR6468620,SiaP,6.39495427393947
1704,SRR6468620,SiaT,133.46868092293892
1706,SRR6468669,KpsC,9.320151536455072
1707,SRR6468669,KpsD,7.858183913809056
1708,SRR6468669,KpsE,7.422422870355129
1709,SRR6468669,KpsF,74.58870606681148
1710,SRR6468669,KpsS,6.948235891242439
1711,SRR6468669,KpsU,58.2396712098906
1712,SRR6468669,Lic3A,3.1147579450647536
1713,SRR6468669,NagA,150.58032864117865
1714,SRR6468669,NagB,315.8280448827297
1715,SRR6468669,NanA,59.3428817370669
1716,SRR6468669,NanB,13.59481147884845
1717,SRR6468669,NanC,13.546231080085436
1718,SRR6468669,NanE,220.3463365556969
1719,SRR6468669,NanK,27.97024802926742
1720,SRR6468669,NanT,15.133988464387311
1721,SRR6468669,NeuA,22.71467964169583
1722,SRR6468669,NeuB,57.39420409656341
1723,SRR6468669,NeuC,15.096352487549703
1724,SRR6468669,NeuO,2.479139221344205
1725,SRR6468669,SOAT,40.55844669355304
1726,SRR6468669,SatA,12.615809785723496
1727,SRR6468669,SatB,811.4134170092482
1728,SRR6468669,SatC,759.5568210295147
1729,SRR6468669,SatD,5127.353310207364
1730,SRR6468669,SiaM,109.33895050777942
1731,SRR6468669,SiaP,9.28001933519459
1732,SRR6468669,SiaT,178.6133578063473
1734,SRR6468699,KpsD,1.072296556762727
1735,SRR6468699,KpsF,151.38329259147488
1736,SRR6468699,KpsU,199.506345722172
1737,SRR6468699,Lic3A,4.204480730616469
1738,SRR6468699,NagA,146.03777288933608
1739,SRR6468699,NagB,205.54338654026412
1740,SRR6468699,NanA,70.47623769103505
1741,SRR6468699,NanB,20.573450439224345
1742,SRR6468699,NanE,132.9312089290759
1743,SRR6468699,NanK,18.47609373126533
1744,SRR6468699,NeuA,41.15565772363817
1745,SRR6468699,NeuB,105.51199591724485
1746,SRR6468699,NeuC,37.12251348675812
1747,SRR6468699,NeuO,94.89350961756308
1748,SRR6468699,SOAT,348.5225795070466
1749,SRR6468699,SatA,32.28101535286413
1750,SRR6468699,SatB,205.78977847194943
1751,SRR6468699,SatC,224.7935544367228
1752,SRR6468699,SatD,2462.912352582984
1753,SRR6468699,SiaM,44.60789347142256
1754,SRR6468699,SiaP,4.403675323146997
1755,SRR6468699,SiaT,91.4863847750496
1757,SRR6468633,KpsD,4.543867482032578
1758,SRR6468633,KpsF,79.65969709488157
1759,SRR6468633,KpsU,101.5089221800788
1760,SRR6468633,Lic3A,9.546622971784055
1761,SRR6468633,NagA,111.96023326069204
1762,SRR6468633,NagB,307.28575035031463
1763,SRR6468633,NanA,65.30324788354164
1764,SRR6468633,NanB,11.526199966329294
1765,SRR6468633,NanE,156.50952239214817
1766,SRR6468633,NanK,10.616518127608316
1767,SRR6468633,NeuA,43.50766042812117
1768,SRR6468633,NeuB,142.2170794379221
1769,SRR6468633,NeuC,62.66836268783259
1770,SRR6468633,NeuD,6.001697650122485
1771,SRR6468633,NeuO,107.98895113550384
1772,SRR6468633,SOAT,251.96135218212697
1773,SRR6468633,SatA,6.500170285552388
1774,SRR6468633,SatB,298.4767528653156
1775,SRR6468633,SatC,234.75701494093613
1776,SRR6468633,SatD,2844.6573230159506
1777,SRR6468633,SiaM,54.84288148846501
1778,SRR6468633,SiaP,35.06704465455216
1779,SRR6468633,SiaT,122.83410667283124
1781,SRR6468640,KpsC,6.301889344273301
1782,SRR6468640,KpsD,0.4748255972583308
1783,SRR6468640,KpsF,4.977425339301677
1784,SRR6468640,KpsU,1.525935252727627
1785,SRR6468640,Lic3A,6.075308502483919
1786,SRR6468640,Lic3B,1.5315453088038316
1787,SRR6468640,NagA,81.56399053638594
1788,SRR6468640,NagB,229.76108116191003
1789,SRR6468640,NanA,83.42746159411841
1790,SRR6468640,NanB,67.53354366889558
1791,SRR6468640,NanE,218.27732644899652
1792,SRR6468640,NanK,16.272178196974533
1793,SRR6468640,NeuA,46.55013382289296
1794,SRR6468640,NeuB,70.58870751518322
1795,SRR6468640,NeuC,2.2843971647625207
1796,SRR6468640,NeuO,8.232595106052065
1797,SRR6468640,SOAT,216.56142828442395
1798,SRR6468640,SatA,23.91715514931635
1799,SRR6468640,SatB,514.7861213169743
1800,SRR6468640,SatC,368.72435829561766
1801,SRR6468640,SatD,5053.941106710782
1802,SRR6468640,SiaM,61.1431077524066
1803,SRR6468640,SiaP,17.877226919836165
1804,SRR6468640,SiaT,57.84483253319552
1806,SRR6468625,KpsC,0.4233678052924853
1807,SRR6468625,KpsD,0.3205499097214531
1808,SRR6468625,KpsF,110.87662305699156
1809,SRR6468625,KpsU,139.89585787474417
1810,SRR6468625,Lic3A,4.0476493858144815
1811,SRR6468625,NagA,137.74434312266007
1812,SRR6468625,NagB,304.6728967399104
1813,SRR6468625,NanA,55.686127708091945
1814,SRR6468625,NanB,7.500275242073116
1815,SRR6468625,NanE,177.70405320215798
1816,SRR6468625,NanK,60.92890225355318
1817,SRR6468625,NeuA,20.02479358837212
1818,SRR6468625,NeuB,53.0443083246614
1819,SRR6468625,NeuC,15.92139453131465
1820,SRR6468625,NeuD,0.5342498495357552
1821,SRR6468625,NeuO,109.78670475680646
1822,SRR6468625,SOAT,209.39204316543083
1823,SRR6468625,SatA,25.48166434913877
1824,SRR6468625,SatB,290.192138285878
1825,SRR6468625,SatC,250.92191150717355
1826,SRR6468625,SatD,3330.5358017007934
1827,SRR6468625,SiaM,109.22194387230437
1828,SRR6468625,SiaP,4.345164172990396
1829,SRR6468625,SiaT,159.01870791508023
1831,SRR6468656,KpsF,96.41946247671
1832,SRR6468656,KpsU,149.18596527057508
1833,SRR6468656,Lic3A,10.74264376748353
1834,SRR6468656,NagA,127.82182207974944
1835,SRR6468656,NagB,231.69351811516597
1836,SRR6468656,NanA,41.15522553326328
1837,SRR6468656,NanB,26.05933585360186
1838,SRR6468656,NanE,147.0699732686018
1839,SRR6468656,NanK,20.897191717547887
1840,SRR6468656,NeuA,17.15411660409269
1841,SRR6468656,NeuB,90.3482488530988
1842,SRR6468656,NeuC,56.22479334519221
1843,SRR6468656,NeuD,3.7471998620052736
1844,SRR6468656,NeuO,51.021730466546735
1845,SRR6468656,SOAT,175.02540819340777
1846,SRR6468656,SatA,31.895985528203063
1847,SRR6468656,SatB,323.8661168998538
1848,SRR6468656,SatC,345.7098825037489
1849,SRR6468656,SatD,3308.257202542742
1850,SRR6468656,SiaM,48.60993785651125
1851,SRR6468656,SiaP,9.114772911751594
1852,SRR6468656,SiaT,92.18602707572458
1854,SRR6468609,KpsC,2.6029755012132263
1855,SRR6468609,KpsD,2.7620668966347184
1856,SRR6468609,KpsE,1.1261484286498886
1857,SRR6468609,KpsF,201.7810681434989
1858,SRR6468609,KpsS,2.146056439502618
1859,SRR6468609,KpsU,216.52289232729723
1860,SRR6468609,Lic3A,3.6298562102100944
1861,SRR6468609,NagA,213.11158599513936
1862,SRR6468609,NagB,153.1606417389267
1863,SRR6468609,NanA,33.681313803425
1864,SRR6468609,NanB,48.52232368613751
1865,SRR6468609,NanC,12.929503297971946
1866,SRR6468609,NanE,274.7103141735525
1867,SRR6468609,NanK,50.508252210111536
1868,SRR6468609,NanT,25.26922993220032
1869,SRR6468609,NeuA,21.011447825526435
1870,SRR6468609,NeuB,37.74435276881645
1871,SRR6468609,NeuC,24.92299355957332
1872,SRR6468609,NeuD,15.319970894097036
1873,SRR6468609,NeuO,14.383350349380486
1874,SRR6468609,SOAT,68.58754445974772
1875,SRR6468609,SatA,24.830429275299952
1876,SRR6468609,SatB,427.0476691112354
1877,SRR6468609,SatC,358.3221125459918
1878,SRR6468609,SatD,3598.6449924513563
1879,SRR6468609,SiaM,141.78938429447385
1880,SRR6468609,SiaP,5.975434118221823
1881,SRR6468609,SiaT,206.63541392837223
1883,SRR6468538,KpsF,54.77130564208996
1884,SRR6468538,KpsU,67.1435018242179
1885,SRR6468538,Lic3A,29.588084163715173
1886,SRR6468538,Lic3B,10.052273571844
1887,SRR6468538,NagA,244.8799845993119
1888,SRR6468538,NagB,212.34153281677652
1889,SRR6468538,NanA,84.25156994631487
1890,SRR6468538,NanB,27.06342873558248
1891,SRR6468538,NanE,151.09240456259852
1892,SRR6468538,NanK,28.02581602063596
1893,SRR6468538,NeuA,50.44485664521997
1894,SRR6468538,NeuB,121.74559747052976
1895,SRR6468538,NeuC,50.26177908122937
1896,SRR6468538,NeuO,28.2610046504354
1897,SRR6468538,SOAT,160.0175869975155
1898,SRR6468538,SatA,44.668589626334864
1899,SRR6468538,SatB,397.7346857288518
1900,SRR6468538,SatC,445.6626059974964
1901,SRR6468538,SatD,4598.70907232251
1902,SRR6468538,SiaM,105.08854843278117
1903,SRR6468538,SiaP,21.43694601206708
1904,SRR6468538,SiaT,139.29015589824166
1906,SRR6468709,KpsC,19.04593919037928
1907,SRR6468709,KpsD,16.101493713761453
1908,SRR6468709,KpsF,124.76136846579796
1909,SRR6468709,KpsS,9.73051072963698
1910,SRR6468709,KpsU,139.57799590295406
1911,SRR6468709,Lic3A,3.926776240149021
1912,SRR6468709,NagA,144.59827987499645
1913,SRR6468709,NagB,241.4073750559089
1914,SRR6468709,NanA,40.37390505943724
1915,SRR6468709,NanB,9.9527560155526
1916,SRR6468709,NanE,169.80448266716795
1917,SRR6468709,NanK,18.590785898245063
1918,SRR6468709,NeuA,60.964876835106345
1919,SRR6468709,NeuB,180.6127113778077
1920,SRR6468709,NeuC,75.09804101309047
1921,SRR6468709,NeuD,7.942075033148575
1922,SRR6468709,NeuO,83.87868422372381
1923,SRR6468709,SOAT,239.4531939005055
1924,SRR6468709,SatA,6.714745773695976
1925,SRR6468709,SatB,260.6946784731303
1926,SRR6468709,SatC,213.41052560415312
1927,SRR6468709,SatD,3009.522130354331
1928,SRR6468709,SiaM,80.43964421558549
1929,SRR6468709,SiaP,22.76420257124441
1930,SRR6468709,SiaT,160.16088082472487
1932,SRR6468597,KpsF,63.53402449463305
1933,SRR6468597,KpsU,101.61280213447836
1934,SRR6468597,Lic3A,6.68978684536033
1935,SRR6468597,NagA,116.99631024608124
1936,SRR6468597,NagB,274.4727814251466
1937,SRR6468597,NanA,69.37819304871852
1938,SRR6468597,NanB,10.088037240237464
1939,SRR6468597,NanE,127.18916600236778
1940,SRR6468597,NanK,13.21776975492939
1941,SRR6468597,NeuA,30.83476422296909
1942,SRR6468597,NeuB,130.91396711140683
1943,SRR6468597,NeuC,69.33473748917518
1944,SRR6468597,NeuO,37.80407793924102
1945,SRR6468597,SOAT,156.04485273782734
1946,SRR6468597,SatA,17.711314979269282
1947,SRR6468597,SatB,275.7917517140168
1948,SRR6468597,SatC,248.3246451680457
1949,SRR6468597,SatD,3523.7990202155274
1950,SRR6468597,SiaM,89.5531323592275
1951,SRR6468597,SiaP,4.388751515843241
1952,SRR6468597,SiaT,205.66769722027612
1954,SRR6468514,KpsF,20.94057902409635
1955,SRR6468514,KpsU,27.96223751669737
1956,SRR6468514,Lic3A,20.386627054649537
1957,SRR6468514,NagA,61.65371513590753
1958,SRR6468514,NagB,195.9851263574301
1959,SRR6468514,NanA,11.501232664868436
1960,SRR6468514,NanB,7.737203603899877
1961,SRR6468514,NanE,128.56774761017778
1962,SRR6468514,NanK,20.56941235488156
1963,SRR6468514,NanT,2.641977506548199
1964,SRR6468514,NeuA,20.12603059610087
1965,SRR6468514,NeuB,48.6540206639127
1966,SRR6468514,NeuC,20.89016979323125
1967,SRR6468514,NeuO,44.14240910041684
1968,SRR6468514,SOAT,113.23530957062135
1969,SRR6468514,SatA,21.72841009925664
1970,SRR6468514,SatB,443.1749581709139
1971,SRR6468514,SatC,478.5127403511989
1972,SRR6468514,SatD,3522.217554006672
1973,SRR6468514,SiaM,69.93848334167528
1974,SRR6468514,SiaP,8.784955579060036
1975,SRR6468514,SiaT,158.88815943703395
1977,SRR6468567,KpsF,18.006131900295138
1978,SRR6468567,KpsU,56.23294808675813
1979,SRR6468567,Lic3A,14.269205046071129
1980,SRR6468567,NagA,97.48656960107708
1981,SRR6468567,NagB,280.88996402897345
1982,SRR6468567,NanA,34.6361251929608
1983,SRR6468567,NanB,61.37367721688254
1984,SRR6468567,NanE,159.91540012747197
1985,SRR6468567,NanK,32.78841603823465
1986,SRR6468567,NanT,0.9961783183458514
1987,SRR6468567,NeuA,14.742863844839343
1988,SRR6468567,NeuB,53.77788064532373
1989,SRR6468567,NeuC,28.88415739938552
1990,SRR6468567,NeuO,6.675253561019327
1991,SRR6468567,SOAT,110.27492910343352
1992,SRR6468567,SatA,27.647432851417804
1993,SRR6468567,SatB,410.0234273280727
1994,SRR6468567,SatC,312.55477435335104
1995,SRR6468567,SatD,3842.7515861106026
1996,SRR6468567,SiaM,65.33410922490492
1997,SRR6468567,SiaP,4.519116763693152
1998,SRR6468567,SiaT,127.50424568491088
2000,SRR6468581,KpsF,98.02225058986627
2001,SRR6468581,KpsU,57.3874643103921
2002,SRR6468581,NagA,137.3389317966389
2003,SRR6468581,NagB,318.7928188799239
2004,SRR6468581,NanA,82.1062298558457
2005,SRR6468581,NanB,36.73058908107079
2006,SRR6468581,NanE,112.25993994289873
2007,SRR6468581,NanK,10.525321257729104
2008,SRR6468581,NanT,6.93211550153351
2009,SRR6468581,NeuA,13.814823759928482
2010,SRR6468581,NeuB,50.37246942563818
2011,SRR6468581,NeuC,16.573791243720617
2012,SRR6468581,NeuD,3.392357021699901
2013,SRR6468581,NeuO,71.86972193711063
2014,SRR6468581,SOAT,425.46960026551335
2015,SRR6468581,SatA,16.25542226970687
2016,SRR6468581,SatB,262.3284194632651
2017,SRR6468581,SatC,265.13223450447214
2018,SRR6468581,SatD,2956.170644222995
2019,SRR6468581,SiaM,109.66745287104322
2020,SRR6468581,SiaP,74.59475518219641
2021,SRR6468581,SiaT,157.73174104134358
2023,SRR6468502,KpsC,1.3824015472224624
2024,SRR6468502,KpsE,0.8697609734607993
